% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
443349 +5.009005704e-03 +5.009005704e-03 +7.766500901e+01 +7.766000000e+01 +2.3974e+00 -8.5592e-01 -1.2722e+00 +3.3255e+00 -2.4634e+00 -5.3882e-01 +5.8947e-01 +1.1620e-01 +1.7028e-01 -3.8603e+00 +2.9559e+00 +1.5092e-01 +2.9886e-01 -1.6017e+00 -2.8202e+00 +1.3531e+00 -2.9452e-01 -2.7494e+00 +2.7666e+00 -3.4531e+00
521493 +2.550519600e-03 +2.550519600e-03 +7.766255052e+01 +7.766000000e+01 +2.3974e+00 -8.5592e-01 -1.2719e+00 +3.3238e+00 -2.4634e+00 -5.3882e-01 +5.8947e-01 +1.1620e-01 +1.7028e-01 -3.8613e+00 +2.9559e+00 +1.5092e-01 +2.9851e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7494e+00 +2.7666e+00 -3.4524e+00
590630 +2.456303689e-03 +2.456303689e-03 +7.766245630e+01 +7.766000000e+01 +2.3974e+00 -8.5592e-01 -1.2719e+00 +3.3238e+00 -2.4638e+00 -5.3882e-01 +5.8947e-01 +1.1620e-01 +1.7028e-01 -3.8613e+00 +2.9559e+00 +1.5092e-01 +2.9851e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7494e+00 +2.7666e+00 -3.4524e+00
620859 +1.566273347e-03 +1.566273347e-03 +7.766156627e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2719e+00 +3.3238e+00 -2.4642e+00 -5.3883e-01 +5.8947e-01 +1.1620e-01 +1.7028e-01 -3.8613e+00 +2.9559e+00 +1.5092e-01 +2.9851e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7494e+00 +2.7676e+00 -3.4527e+00
726095 +8.654973087e-04 +8.654973087e-04 +7.766086550e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2719e+00 +3.3238e+00 -2.4642e+00 -5.3883e-01 +5.8947e-01 +1.1620e-01 +1.6945e-01 -3.8613e+00 +2.9552e+00 +1.5092e-01 +2.9851e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7494e+00 +2.7671e+00 -3.4530e+00
847040 +5.686440134e-04 +5.686440134e-04 +7.766056864e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2719e+00 +3.3228e+00 -2.4642e+00 -5.3946e-01 +5.8947e-01 +1.1620e-01 +1.6945e-01 -3.8610e+00 +2.9553e+00 +1.5092e-01 +2.9851e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7498e+00 +2.7671e+00 -3.4527e+00
925746 +3.016444779e-04 +3.016444779e-04 +7.766030164e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2720e+00 +3.3230e+00 -2.4642e+00 -5.3946e-01 +5.8947e-01 +1.1620e-01 +1.6945e-01 -3.8610e+00 +2.9552e+00 +1.5025e-01 +2.9850e-01 -1.6023e+00 -2.8202e+00 +1.3534e+00 -2.9452e-01 -2.7496e+00 +2.7671e+00 -3.4529e+00
998073 +2.471765256e-04 +2.471765256e-04 +7.766024718e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2720e+00 +3.3230e+00 -2.4642e+00 -5.3946e-01 +5.8947e-01 +1.1620e-01 +1.6945e-01 -3.8610e+00 +2.9552e+00 +1.5025e-01 +2.9850e-01 -1.6023e+00 -2.8202e+00 +1.3536e+00 -2.9452e-01 -2.7496e+00 +2.7671e+00 -3.4529e+00
1163742 +1.342341336e-04 +1.342341336e-04 +7.766013423e+01 +7.766000000e+01 +2.3986e+00 -8.5592e-01 -1.2720e+00 +3.3230e+00 -2.4642e+00 -5.3917e-01 +5.8967e-01 +1.1620e-01 +1.6945e-01 -3.8609e+00 +2.9552e+00 +1.5032e-01 +2.9850e-01 -1.6023e+00 -2.8199e+00 +1.3536e+00 -2.9452e-01 -2.7496e+00 +2.7671e+00 -3.4528e+00
1316807 +9.485113974e-05 +9.485113974e-05 +7.766009485e+01 +7.766000000e+01 +2.3984e+00 -8.5592e-01 -1.2720e+00 +3.3230e+00 -2.4642e+00 -5.3917e-01 +5.8967e-01 +1.1620e-01 +1.6957e-01 -3.8609e+00 +2.9552e+00 +1.5032e-01 +2.9850e-01 -1.6024e+00 -2.8199e+00 +1.3536e+00 -2.9427e-01 -2.7496e+00 +2.7671e+00 -3.4528e+00
1638647 +6.003242270e-05 +6.003242270e-05 +7.766006003e+01 +7.766000000e+01 +2.3984e+00 -8.5592e-01 -1.2720e+00 +3.3231e+00 -2.4642e+00 -5.3917e-01 +5.8967e-01 +1.1614e-01 +1.6957e-01 -3.8609e+00 +2.9552e+00 +1.5032e-01 +2.9846e-01 -1.6024e+00 -2.8199e+00 +1.3536e+00 -2.9427e-01 -2.7496e+00 +2.7672e+00 -3.4528e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.069026086e+03 +2.069026086e+03 +2.184706086e+03 +1.156800000e+02 -6.1521e-01 +3.8054e+00 +1.2852e+00 -2.2836e+00 +6.0912e-01 -1.7556e+00 -3.2892e-01 +4.7443e+00 -3.9906e-02 -7.6302e-01 +1.3860e+00 -1.5417e+00 +4.6202e+00 +8.9531e-01 -6.6730e-01 +2.7325e+00 +1.2339e+00 -6.3254e-01 +9.8748e-01 -9.4654e-01
397 +5.152857376e+02 +5.152857376e+02 +6.309657376e+02 +1.156800000e+02 -3.1758e+00 -3.6029e+00 -1.9256e+00 +3.8932e+00 +1.8798e+00 -4.3638e+00 +9.0121e-01 +3.7776e+00 -1.3388e+00 -1.7212e+00 +4.6626e+00 -3.1900e-01 -1.8352e+00 -2.2758e+00 -2.5629e+00 +7.9991e-02 -2.6647e-01 +4.2909e+00 +5.4199e-01 -1.0233e+00
789 +3.185645709e+02 +3.185645709e+02 +4.342445709e+02 +1.156800000e+02 +1.9301e+00 -7.4812e-01 +2.8327e+00 +7.9787e-01 -4.5302e-01 -2.3719e+00 -2.9417e+00 +3.0405e+00 -2.1132e+00 -1.7212e+00 +4.6626e+00 -3.1900e-01 -1.8352e+00 -2.2758e+00 -2.5629e+00 +7.9991e-02 -2.6647e-01 +3.3069e+00 +2.7908e+00 -1.4544e+00
1189 +2.391021112e+02 +2.391021112e+02 +3.547821112e+02 +1.156800000e+02 -3.1758e+00 -2.5732e+00 +1.0191e+00 +2.7742e+00 -3.3574e+00 -1.7807e+00 -1.6001e+00 +3.0405e+00 -2.1132e+00 -9.6694e-01 +3.7415e+00 -1.1833e-01 -1.0131e+00 +9.2056e-01 -2.9534e+00 -1.1241e+00 +5.0222e-01 +3.0716e+00 +3.4658e+00 -8.7635e-01
1586 +1.506912634e+02 +1.506912634e+02 +2.663712634e+02 +1.156800000e+02 -3.1758e+00 -2.5732e+00 +1.0191e+00 +2.7742e+00 -3.6229e+00 -2.3719e+00 -2.9417e+00 +3.0405e+00 -2.1132e+00 -1.7212e+00 +3.7415e+00 -3.3301e+00 -1.8352e+00 +9.2056e-01 -2.9534e+00 +7.9991e-02 -8.9622e-01 +4.3105e+00 +3.8015e+00 -1.0233e+00
2182 +9.575883149e+01 +9.575883149e+01 +2.114388315e+02 +1.156800000e+02 -3.0866e+00 -1.8946e+00 +1.0191e+00 +2.7742e+00 -3.6229e+00 -2.3719e+00 -2.9417e+00 +3.0405e+00 -2.0872e+00 -1.9859e+00 +3.7415e+00 -3.3301e+00 -1.8352e+00 +2.3573e-01 -2.5629e+00 +7.9991e-02 -8.9622e-01 +3.0716e+00 +3.4658e+00 -8.7635e-01
3177 +5.860364303e+01 +5.860364303e+01 +1.742836430e+02 +1.156800000e+02 -3.1758e+00 -2.5732e+00 +1.1149e+00 +3.7584e+00 -3.6229e+00 -2.3719e+00 -2.9417e+00 +3.0405e+00 -2.1132e+00 -1.9859e+00 +3.3246e+00 -2.8081e+00 -2.3713e+00 +2.3573e-01 -2.1197e+00 +7.9991e-02 -2.6434e-04 +4.3105e+00 +3.8015e+00 -8.7635e-01
4570 +3.770768263e+01 +3.770768263e+01 +1.533876826e+02 +1.156800000e+02 -3.1758e+00 -1.8946e+00 +1.0191e+00 +2.9724e+00 -3.6229e+00 -3.2339e+00 -2.9417e+00 +3.0405e+00 -3.2499e+00 -1.9859e+00 +3.3246e+00 -2.8081e+00 -3.3877e+00 +2.3573e-01 -2.1197e+00 +7.9991e-02 -2.6434e-04 +3.0716e+00 +3.4658e+00 -8.7635e-01
6560 +2.418118845e+01 +2.418118845e+01 +1.398611885e+02 +1.156800000e+02 -3.1758e+00 -9.5116e-01 +1.1422e+00 +3.9159e+00 -3.6229e+00 -3.2339e+00 -2.8647e+00 +2.3291e+00 -3.2499e+00 -1.9124e+00 +2.7045e+00 -2.3261e+00 -3.3877e+00 +6.6536e-01 -2.1197e+00 +1.1483e-01 -2.6434e-04 +3.0716e+00 +3.4658e+00 -8.8871e-01
9149 +1.359695039e+01 +1.359695039e+01 +1.292769504e+02 +1.156800000e+02 -3.1758e+00 -9.5116e-01 +1.1422e+00 +3.9344e+00 -3.6229e+00 -3.2339e+00 -2.8647e+00 +2.3291e+00 -3.9022e+00 -1.9713e+00 +3.2487e+00 -2.3261e+00 -3.3877e+00 +6.6536e-01 -2.0577e+00 +1.1483e-01 -2.6434e-04 +3.4886e+00 +3.8372e+00 -8.8871e-01
59068 +9.510633834e+00 +9.510633834e+00 +1.251906338e+02 +1.156800000e+02 -3.1758e+00 -9.5116e-01 +1.1422e+00 +4.0138e+00 -3.6229e+00 -3.2339e+00 -2.8602e+00 +2.3291e+00 -3.9200e+00 -1.9713e+00 +3.2544e+00 -2.2981e+00 -3.3877e+00 +6.6536e-01 -2.0577e+00 -3.3688e-01 -4.2386e-01 +3.8301e+00 +3.8372e+00 -8.8871e-01
60448 +5.985689867e+00 +5.985689867e+00 +1.216656899e+02 +1.156800000e+02 -3.1758e+00 -9.5116e-01 +2.6266e-01 +4.0138e+00 -3.6229e+00 -3.2339e+00 -3.5545e+00 +2.3583e+00 -3.9200e+00 -1.9713e+00 +3.2544e+00 -2.2981e+00 -3.3877e+00 +6.6536e-01 -2.0577e+00 -3.3688e-01 -4.5884e-01 +3.8301e+00 +3.8372e+00 -8.8871e-01
65979 +3.935919321e+00 +3.935919321e+00 +1.196159193e+02 +1.156800000e+02 -3.1758e+00 -9.8990e-01 +2.6266e-01 +3.9840e+00 -3.5949e+00 -3.2339e+00 -3.5545e+00 +2.3583e+00 -3.9255e+00 -1.9498e+00 +3.2544e+00 -2.2981e+00 -3.3877e+00 +6.6536e-01 -2.0589e+00 -3.5564e-01 -4.5884e-01 +3.8633e+00 +3.4561e+00 -9.2987e-01
74471 +2.110676163e+00 +2.110676163e+00 +1.177906762e+02 +1.156800000e+02 -2.2172e+00 -9.7404e-01 +2.4495e-01 +3.0410e+00 -3.6030e+00 -3.2419e+00 -3.5692e+00 +2.3610e+00 -3.9264e+00 -1.9582e+00 +3.2544e+00 -2.2936e+00 -3.3877e+00 +6.6536e-01 -2.0577e+00 -3.3688e-01 -4.2761e-01 +3.8397e+00 +3.4349e+00 -9.1325e-01
74829 +1.417426378e+00 +1.417426378e+00 +1.170974264e+02 +1.156800000e+02 -2.2172e+00 -9.7404e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5692e+00 +2.3610e+00 -3.9264e+00 -1.9582e+00 +3.2544e+00 -2.2936e+00 -3.3877e+00 +6.6536e-01 -2.0577e+00 -3.3688e-01 -4.2761e-01 +3.8397e+00 +3.4349e+00 -9.1325e-01
141489 +7.584912572e-01 +7.584912572e-01 +1.164384913e+02 +1.156800000e+02 -2.1974e+00 -9.7404e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5692e+00 +2.3610e+00 -3.9264e+00 -1.9582e+00 +3.2629e+00 -2.2936e+00 -3.3877e+00 +6.6536e-01 -2.0694e+00 -3.3771e-01 -4.3595e-01 +3.8397e+00 +3.4349e+00 -9.1325e-01
142048 +6.164164738e-01 +6.164164738e-01 +1.162964165e+02 +1.156800000e+02 -2.1733e+00 -9.7404e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5692e+00 +2.3610e+00 -3.9264e+00 -1.9582e+00 +3.2629e+00 -2.2936e+00 -3.3793e+00 +6.6536e-01 -2.0694e+00 -3.3771e-01 -4.3595e-01 +3.8397e+00 +3.4349e+00 -9.1325e-01
147540 +3.825610490e-01 +3.825610490e-01 +1.160625610e+02 +1.156800000e+02 -2.1753e+00 -9.7404e-01 +2.4495e-01 +3.0860e+00 -3.6030e+00 -3.2419e+00 -3.5639e+00 +2.3565e+00 -3.9264e+00 -1.9582e+00 +3.2629e+00 -2.2936e+00 -3.3792e+00 +6.6536e-01 -2.0694e+00 -3.5488e-01 -4.3595e-01 +3.8397e+00 +3.4395e+00 -9.1325e-01
167057 +2.152510562e-01 +2.152510562e-01 +1.158952511e+02 +1.156800000e+02 -2.1735e+00 -9.8800e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5579e+00 +2.3610e+00 -3.9264e+00 -1.9488e+00 +3.2629e+00 -2.2993e+00 -3.3793e+00 +6.6536e-01 -2.0694e+00 -3.4516e-01 -4.5468e-01 +3.8444e+00 +3.4400e+00 -9.0783e-01
207970 +1.328127801e-01 +1.328127801e-01 +1.158128128e+02 +1.156800000e+02 -2.1849e+00 -9.9040e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5632e+00 +2.3583e+00 -3.9255e+00 -1.9498e+00 +3.2629e+00 -2.2981e+00 -3.3840e+00 +6.7393e-01 -2.0671e+00 -3.4503e-01 -4.4370e-01 +3.8490e+00 +3.4400e+00 -9.1325e-01
211696 +9.721749292e-02 +9.721749292e-02 +1.157772175e+02 +1.156800000e+02 -2.1774e+00 -9.9040e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5632e+00 +2.3583e+00 -3.9255e+00 -1.9498e+00 +3.2629e+00 -2.2981e+00 -3.3840e+00 +6.7393e-01 -2.0671e+00 -3.5165e-01 -4.4370e-01 +3.8490e+00 +3.4400e+00 -9.1325e-01
274379 +4.607568011e-02 +4.607568011e-02 +1.157260757e+02 +1.156800000e+02 -2.1783e+00 -9.8826e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5600e+00 +2.3600e+00 -3.9264e+00 -1.9481e+00 +3.2629e+00 -2.2993e+00 -3.3769e+00 +6.7130e-01 -2.0694e+00 -3.5179e-01 -4.4718e-01 +3.8465e+00 +3.4400e+00 -9.1086e-01
278342 +3.499616977e-02 +3.499616977e-02 +1.157149962e+02 +1.156800000e+02 -2.1783e+00 -9.8274e-01 +2.4495e-01 +3.0935e+00 -3.6030e+00 -3.2419e+00 -3.5600e+00 +2.3600e+00 -3.9264e+00 -1.9481e+00 +3.2629e+00 -2.2993e+00 -3.3769e+00 +6.7130e-01 -2.0672e+00 -3.5179e-01 -4.4718e-01 +3.8465e+00 +3.4400e+00 -9.1086e-01
315196 +2.325751965e-02 +2.325751965e-02 +1.157032575e+02 +1.156800000e+02 -2.1753e+00 -9.8209e-01 +2.4495e-01 +3.0905e+00 -3.6030e+00 -3.2419e+00 -3.5639e+00 +2.3565e+00 -3.9264e+00 -1.9488e+00 +3.2629e+00 -2.2981e+00 -3.3792e+00 +6.7051e-01 -2.0671e+00 -3.5165e-01 -4.4753e-01 +3.8490e+00 +3.4395e+00 -9.1088e-01
343875 +1.541020498e-02 +1.541020498e-02 +1.156954102e+02 +1.156800000e+02 -2.1783e+00 -9.8274e-01 +2.4495e-01 +3.0900e+00 -3.6030e+00 -3.2419e+00 -3.5600e+00 +2.3567e+00 -3.9255e+00 -1.9502e+00 +3.2629e+00 -2.2993e+00 -3.3769e+00 +6.7130e-01 -2.0672e+00 -3.5165e-01 -4.4718e-01 +3.8465e+00 +3.4400e+00 -9.1086e-01
416608 +7.377093842e-03 +7.377093842e-03 +1.156873771e+02 +1.156800000e+02 -2.1774e+00 -9.8364e-01 +2.4495e-01 +3.0905e+00 -3.6046e+00 -3.2432e+00 -3.5589e+00 +2.3565e+00 -3.9255e+00 -1.9516e+00 +3.2611e+00 -2.2981e+00 -3.3769e+00 +6.7051e-01 -2.0671e+00 -3.5165e-01 -4.4753e-01 +3.8490e+00 +3.4400e+00 -9.1088e-01
497097 +6.056500215e-03 +6.056500215e-03 +1.156860565e+02 +1.156800000e+02 -2.1783e+00 -9.8274e-01 +2.4495e-01 +3.0900e+00 -3.6056e+00 -3.2419e+00 -3.5600e+00 +2.3567e+00 -3.9255e+00 -1.9514e+00 +3.2613e+00 -2.2978e+00 -3.3769e+00 +6.7051e-01 -2.0672e+00 -3.5165e-01 -4.4718e-01 +3.8490e+00 +3.4400e+00 -9.1088e-01
583093 +3.695680912e-03 +3.695680912e-03 +1.156836957e+02 +1.156800000e+02 -2.1783e+00 -9.8274e-01 +2.4495e-01 +3.0900e+00 -3.6046e+00 -3.2432e+00 -3.5612e+00 +2.3565e+00 -3.9252e+00 -1.9514e+00 +3.2613e+00 -2.2978e+00 -3.3769e+00 +6.7051e-01 -2.0672e+00 -3.5165e-01 -4.4718e-01 +3.8477e+00 +3.4400e+00 -9.1088e-01
640914 +2.348486801e-03 +2.348486801e-03 +1.156823485e+02 +1.156800000e+02 -2.1783e+00 -9.8297e-01 +2.4495e-01 +3.0900e+00 -3.6046e+00 -3.2432e+00 -3.5612e+00 +2.3567e+00 -3.9252e+00 -1.9510e+00 +3.2613e+00 -2.2978e+00 -3.3769e+00 +6.7051e-01 -2.0672e+00 -3.5101e-01 -4.4718e-01 +3.8477e+00 +3.4400e+00 -9.1088e-01
745096 +1.528002054e-03 +1.528002054e-03 +1.156815280e+02 +1.156800000e+02 -2.1783e+00 -9.8306e-01 +2.4495e-01 +3.0894e+00 -3.6048e+00 -3.2432e+00 -3.5612e+00 +2.3565e+00 -3.9252e+00 -1.9510e+00 +3.2613e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5101e-01 -4.4718e-01 +3.8477e+00 +3.4400e+00 -9.1088e-01
967179 +8.070364719e-04 +8.070364719e-04 +1.156808070e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0894e+00 -3.6048e+00 -3.2432e+00 -3.5609e+00 +2.3556e+00 -3.9245e+00 -1.9511e+00 +3.2608e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.4996e-01 -4.4718e-01 +3.8477e+00 +3.4400e+00 -9.1096e-01
1030483 +5.763049325e-04 +5.763049325e-04 +1.156805763e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0894e+00 -3.6048e+00 -3.2432e+00 -3.5609e+00 +2.3556e+00 -3.9245e+00 -1.9513e+00 +3.2608e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5028e-01 -4.4718e-01 +3.8477e+00 +3.4400e+00 -9.1096e-01
1142845 +3.924456439e-04 +3.924456439e-04 +1.156803924e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0894e+00 -3.6048e+00 -3.2432e+00 -3.5609e+00 +2.3556e+00 -3.9245e+00 -1.9513e+00 +3.2608e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5028e-01 -4.4718e-01 +3.8481e+00 +3.4400e+00 -9.1096e-01
1266348 +2.419466453e-04 +2.419466453e-04 +1.156802419e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0894e+00 -3.6048e+00 -3.2432e+00 -3.5609e+00 +2.3558e+00 -3.9247e+00 -1.9513e+00 +3.2608e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5028e-01 -4.4718e-01 +3.8481e+00 +3.4400e+00 -9.1133e-01
1348700 +1.543955627e-04 +1.543955627e-04 +1.156801544e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0888e+00 -3.6048e+00 -3.2432e+00 -3.5607e+00 +2.3558e+00 -3.9247e+00 -1.9513e+00 +3.2608e+00 -2.2978e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5028e-01 -4.4718e-01 +3.8481e+00 +3.4400e+00 -9.1133e-01
1533678 +8.777316046e-05 +8.777316046e-05 +1.156800878e+02 +1.156800000e+02 -2.1783e+00 -9.8327e-01 +2.4495e-01 +3.0888e+00 -3.6048e+00 -3.2432e+00 -3.5607e+00 +2.3558e+00 -3.9247e+00 -1.9513e+00 +3.2608e+00 -2.2976e+00 -3.3776e+00 +6.7051e-01 -2.0672e+00 -3.5028e-01 -4.4718e-01 +3.8481e+00 +3.4400e+00 -9.1117e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.737524220e+03 +1.737524220e+03 +1.733814220e+03 -3.710000000e+00 -4.6178e-01 +4.7668e+00 +4.5831e-01 -3.2701e+00 -1.3190e+00 +3.4336e+00 -1.2996e-01 -2.3689e+00 -1.9094e+00 -4.0632e+00 +1.5375e+00 -2.1684e+00 +4.5057e+00 +1.2386e+00 -3.7636e+00 -1.0617e-03 -2.9229e+00 -3.5271e+00 +4.5181e+00 +9.9981e-01
379 +5.979341258e+02 +5.979341258e+02 +5.942241258e+02 -3.710000000e+00 -2.2074e+00 -4.1116e+00 +2.5282e-01 +3.4678e+00 -2.5612e+00 +3.7249e+00 -2.4635e+00 +2.5393e-01 +3.7594e+00 -1.1206e+00 +2.3921e+00 -1.5300e+00 +2.4843e+00 -1.7533e+00 +2.7981e+00 -2.5873e+00 +1.1107e+00 +4.6907e-01 +2.8060e+00 -4.2618e+00
559 +3.783298880e+02 +3.783298880e+02 +3.746198880e+02 -3.710000000e+00 -3.4126e+00 -1.2342e+00 -2.6796e+00 -2.1095e-01 +3.4312e+00 +3.4747e+00 +2.3014e+00 -1.3557e+00 -3.2589e+00 -1.2093e-02 +2.7180e+00 +4.5537e+00 +1.6609e+00 -1.1697e+00 +3.1197e+00 -4.8470e+00 +1.4780e+00 +1.4799e+00 +2.8047e+00 -3.4712e+00
1282 +2.075125868e+02 +2.075125868e+02 +2.038025868e+02 -3.710000000e+00 +1.4369e+00 -4.1116e+00 +2.5282e-01 +3.1852e+00 +3.4312e+00 +3.4747e+00 +2.3014e+00 -1.3557e+00 -3.2589e+00 -1.2093e-02 +2.7180e+00 +3.1963e+00 +2.2098e+00 -1.1697e+00 +1.6331e+00 -2.5873e+00 +1.1107e+00 +4.6907e-01 +2.8060e+00 -2.4454e+00
1823 +1.457237250e+02 +1.457237250e+02 +1.420137250e+02 -3.710000000e+00 +1.4369e+00 -4.1116e+00 +2.5282e-01 +3.4678e+00 +3.7885e+00 +3.7932e+00 +1.6685e+00 -1.3557e+00 -1.7547e+00 +1.1827e+00 +2.7180e+00 +3.0582e+00 +2.4843e+00 -1.7533e+00 +1.6331e+00 -2.4554e+00 +1.1107e+00 +7.2671e-01 +2.8060e+00 -2.4454e+00
2734 +8.948877686e+01 +8.948877686e+01 +8.577877686e+01 -3.710000000e+00 +1.1687e+00 -4.1116e+00 +2.5282e-01 +3.8562e+00 +3.8352e+00 +2.9249e+00 +7.3927e-01 -1.3557e+00 -1.7547e+00 +1.1827e+00 +2.7180e+00 +3.0582e+00 +2.6172e+00 -1.7533e+00 +1.6331e+00 -2.4554e+00 +1.1107e+00 +1.4799e+00 +2.8047e+00 -2.4454e+00
3794 +6.249840354e+01 +6.249840354e+01 +5.878840354e+01 -3.710000000e+00 +1.1687e+00 -4.1116e+00 +8.8539e-01 +3.8562e+00 +3.8352e+00 +2.9249e+00 +7.3927e-01 -1.3557e+00 -1.7547e+00 +1.1827e+00 +2.7180e+00 +3.0582e+00 +2.6172e+00 -1.7533e+00 +1.6331e+00 -3.2711e+00 +1.1107e+00 +1.4799e+00 +3.9748e+00 -2.8359e+00
5240 +3.857196796e+01 +3.857196796e+01 +3.486196796e+01 -3.710000000e+00 +1.1687e+00 -4.1116e+00 +8.8539e-01 +3.8562e+00 +3.2091e+00 +2.9249e+00 +7.3927e-01 -1.3557e+00 -1.7547e+00 +1.2637e+00 +3.1261e+00 +2.1482e+00 +3.1136e+00 -1.7533e+00 +1.4372e+00 -3.2711e+00 +1.1107e+00 +1.5373e+00 +3.2460e+00 -2.8359e+00
7036 +2.249933922e+01 +2.249933922e+01 +1.878933922e+01 -3.710000000e+00 +1.1687e+00 -3.2611e+00 +8.8539e-01 +3.8562e+00 +3.2091e+00 +2.9249e+00 +1.6283e-01 -1.3557e+00 -2.3556e+00 +6.5970e-01 +3.1261e+00 +2.1482e+00 +3.5873e+00 -1.7533e+00 +4.7886e-01 -3.2711e+00 +1.4976e+00 +1.5373e+00 +3.5364e+00 -2.8359e+00
8105 +1.448602709e+01 +1.448602709e+01 +1.077602709e+01 -3.710000000e+00 +1.1687e+00 -2.2343e+00 +8.8539e-01 +3.8562e+00 +3.2091e+00 +3.6620e+00 +1.6283e-01 -1.3557e+00 -2.3556e+00 +6.5970e-01 +3.7813e+00 +1.5535e+00 +3.5873e+00 -1.7533e+00 +4.7886e-01 -3.2711e+00 +1.4976e+00 +1.5373e+00 +3.5364e+00 -2.8359e+00
58361 +9.926843436e+00 +9.926843436e+00 +6.216843436e+00 -3.710000000e+00 +1.1687e+00 -2.3038e+00 +1.7412e+00 +3.9003e+00 +3.1446e+00 +3.6620e+00 +1.6283e-01 -1.3557e+00 -2.3556e+00 +6.5970e-01 +3.7813e+00 +1.5535e+00 +3.5873e+00 -1.7533e+00 +5.1764e-01 -3.2711e+00 +1.4976e+00 +1.5373e+00 +3.5364e+00 -2.8359e+00
62237 +4.983439711e+00 +4.983439711e+00 +1.273439711e+00 -3.710000000e+00 +2.1352e+00 -2.3038e+00 +1.7720e+00 +3.9003e+00 +3.1556e+00 +3.6620e+00 +1.5979e-01 -1.9880e+00 -2.3243e+00 +6.5970e-01 +3.1424e+00 +1.5548e+00 +3.5873e+00 -1.7306e+00 +5.1764e-01 -3.2711e+00 +1.4976e+00 +1.5178e+00 +3.5679e+00 -3.5201e+00
63315 +3.922672052e+00 +3.922672052e+00 +2.126720519e-01 -3.710000000e+00 +2.1352e+00 -2.3038e+00 +1.7720e+00 +3.9003e+00 +3.1556e+00 +3.6620e+00 +1.5979e-01 -1.9880e+00 -2.3243e+00 +6.5970e-01 +3.7813e+00 +1.5548e+00 +3.5873e+00 -1.7306e+00 +5.1764e-01 -3.2711e+00 +1.4976e+00 +1.5178e+00 +3.5491e+00 -3.5201e+00
109108 +2.455587068e+00 +2.455587068e+00 -1.254412932e+00 -3.710000000e+00 +3.1179e+00 -2.2754e+00 +1.7831e+00 +3.9003e+00 +3.1563e+00 +3.6620e+00 +1.6283e-01 -1.9934e+00 -2.3404e+00 +6.5970e-01 +3.7780e+00 +1.5794e+00 +3.5885e+00 -1.7296e+00 +5.3050e-01 -3.2711e+00 +1.4976e+00 +1.5373e+00 +3.5367e+00 -3.2019e+00
