% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3325 +6.158059715e+01 +6.158059715e+01 +1.003250597e+03 +9.416700000e+02 -3.8721e+00 -3.3099e+00 +2.2697e+00 +5.1727e+00 +4.9393e-02 -3.2218e+00 -4.3269e+00 -5.7140e+00 +1.9428e+00 -4.5066e+00 +4.3601e+00 +3.2211e+00 -3.9474e+00 -4.6912e+00 +4.1916e+00 +4.0886e+00 -5.7616e+00 +4.5744e+00 +4.5004e+00 +5.1930e+00
4112 +3.845261908e+01 +3.845261908e+01 +9.801226191e+02 +9.416700000e+02 -3.8721e+00 -3.3099e+00 +2.5633e+00 +4.7068e+00 -4.2880e+00 -4.9281e+00 -4.9316e+00 -4.3948e+00 +4.8251e+00 -4.4371e+00 +4.5129e+00 +4.2929e+00 -3.9474e+00 -4.9388e+00 +4.1916e+00 +4.0886e+00 -5.7616e+00 +4.5744e+00 +4.5004e+00 +5.1930e+00
5295 +2.491604114e+01 +2.491604114e+01 +9.665860411e+02 +9.416700000e+02 -3.8721e+00 -3.6175e+00 +4.3806e+00 +4.6619e+00 -3.6119e+00 -4.6683e+00 -4.7827e+00 -3.8012e+00 +4.8251e+00 -5.1569e+00 +4.5129e+00 +4.2929e+00 -5.1205e+00 -5.5049e+00 +4.8711e+00 +4.9530e+00 -4.3424e+00 +6.1691e+00 +4.5004e+00 +4.9930e+00
6472 +1.443147138e+01 +1.443147138e+01 +9.561014714e+02 +9.416700000e+02 -4.2925e+00 -3.3099e+00 +4.4332e+00 +4.6619e+00 -3.6119e+00 -4.9281e+00 -5.8282e+00 -4.4377e+00 +4.8172e+00 -5.2855e+00 +4.3296e+00 +4.2929e+00 -5.1205e+00 -4.6912e+00 +5.1088e+00 +5.1664e+00 -6.1070e+00 +5.7792e+00 +5.2543e+00 +5.4899e+00
7253 +7.995749212e+00 +7.995749212e+00 +9.496657492e+02 +9.416700000e+02 -4.7413e+00 -4.8961e+00 +4.8556e+00 +4.5632e+00 -4.5598e+00 -5.8482e+00 -4.5975e+00 -4.3948e+00 +4.8251e+00 -5.9370e+00 +5.0330e+00 +4.2929e+00 -5.1205e+00 -5.2319e+00 +4.8711e+00 +5.8523e+00 -7.6488e+00 +5.1095e+00 +5.2386e+00 +5.1930e+00
8235 +5.881122790e+00 +5.881122790e+00 +9.475511228e+02 +9.416700000e+02 -4.7413e+00 -4.8961e+00 +4.8556e+00 +4.5632e+00 -4.5598e+00 -4.9281e+00 -5.0907e+00 -5.7140e+00 +4.8251e+00 -5.0196e+00 +5.0330e+00 +4.2929e+00 -5.1205e+00 -5.2319e+00 +4.8711e+00 +6.2829e+00 -7.6488e+00 +5.1095e+00 +5.2386e+00 +5.2136e+00
8433 +3.636290476e+00 +3.636290476e+00 +9.453062905e+02 +9.416700000e+02 -4.4391e+00 -4.8961e+00 +4.8556e+00 +4.8658e+00 -5.1590e+00 -4.9281e+00 -5.0907e+00 -4.4377e+00 +4.8359e+00 -5.2855e+00 +5.0330e+00 +5.2457e+00 -5.1205e+00 -5.1531e+00 +4.8711e+00 +5.1791e+00 -5.6579e+00 +5.1095e+00 +5.2386e+00 +5.4899e+00
9607 +1.937819227e+00 +1.937819227e+00 +9.436078192e+02 +9.416700000e+02 -4.4681e+00 -4.4738e+00 +4.8556e+00 +4.6619e+00 -5.1590e+00 -5.3582e+00 -4.9316e+00 -5.6089e+00 +5.5857e+00 -5.6170e+00 +5.0330e+00 +5.2457e+00 -5.4157e+00 -5.0081e+00 +5.0549e+00 +5.8689e+00 -7.4630e+00 +5.4205e+00 +5.3151e+00 +5.1930e+00
9807 +4.428245767e-01 +4.428245767e-01 +9.421128246e+02 +9.416700000e+02 -5.6454e+00 -4.8961e+00 +4.8556e+00 +5.0522e+00 -5.4779e+00 -5.5514e+00 -4.9316e+00 -5.9271e+00 +5.5857e+00 -5.0196e+00 +5.0330e+00 +5.2457e+00 -5.7454e+00 -5.1749e+00 +6.0635e+00 +5.1791e+00 -7.6488e+00 +5.1095e+00 +5.2386e+00 +5.1930e+00
77379 +2.016057995e-01 +2.016057995e-01 +9.418716058e+02 +9.416700000e+02 -4.9090e+00 -4.9020e+00 +5.2068e+00 +5.0627e+00 -5.0918e+00 -5.1318e+00 -5.0631e+00 -5.1937e+00 +5.4504e+00 -5.2594e+00 +5.4203e+00 +5.6187e+00 -5.1013e+00 -5.2768e+00 +5.7362e+00 +6.3518e+00 -5.4868e+00 +5.2042e+00 +5.1672e+00 +5.3069e+00
77571 +8.196070964e-02 +8.196070964e-02 +9.417519607e+02 +9.416700000e+02 -5.3875e+00 -5.1813e+00 +5.2068e+00 +5.0627e+00 -5.0918e+00 -5.1318e+00 -5.1573e+00 -5.1937e+00 +4.9984e+00 -5.1188e+00 +5.1749e+00 +5.0462e+00 -5.1013e+00 -5.1716e+00 +5.3191e+00 +5.7502e+00 -5.2731e+00 +4.9901e+00 +5.1672e+00 +6.5367e+00
77956 +4.143383931e-03 +4.143383931e-03 +9.416741434e+02 +9.416700000e+02 -5.3875e+00 -5.1813e+00 +5.2068e+00 +5.0627e+00 -5.1133e+00 -5.1318e+00 -5.0631e+00 -5.1937e+00 +4.9984e+00 -5.3208e+00 +5.1749e+00 +5.1117e+00 -5.1013e+00 -5.2768e+00 +5.7362e+00 +6.3518e+00 -6.1864e+00 +6.5011e+00 +5.1672e+00 +5.3069e+00
78145 +1.136868377e-13 +1.136868377e-13 +9.416700000e+02 +9.416700000e+02 -5.7423e+00 -5.1848e+00 +5.2068e+00 +6.1022e+00 -5.1077e+00 -5.1318e+00 -5.0631e+00 -5.1937e+00 +5.4504e+00 -5.2594e+00 +7.0557e+00 +5.6187e+00 -5.1013e+00 -5.2768e+00 +5.7362e+00 +6.3518e+00 -5.4868e+00 +5.2042e+00 +5.1672e+00 +6.5367e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.045896837e+02 +4.045896837e+02 +3.671396837e+02 -3.745000000e+01 -7.7771e-01 +3.0011e+00 +7.6030e-01 -1.6591e+00 +2.9925e+00 +3.0002e+00 -3.9917e+00 -1.6358e+00 -4.6156e+00 +2.7666e+00 -2.1668e+00 -5.4251e-01 -3.9657e+00 +3.8284e+00 +4.9151e+00 -2.4441e+00 +2.9284e-01 +4.4054e+00 -4.3620e+00 -1.6585e-01
190 +1.862075135e+02 +1.862075135e+02 +1.487575135e+02 -3.745000000e+01 +1.1265e+00 -3.0016e+00 +3.5269e+00 +1.4009e+00 +9.6121e-01 +9.7551e-01 -5.0339e-01 +4.7970e-01 +1.3003e+00 +4.0153e+00 +3.3555e+00 +1.6993e+00 -3.8078e+00 -4.6527e+00 +3.6412e+00 +3.2908e+00 -3.7580e+00 +4.5147e+00 +4.6964e+00 +3.9002e-02
952 +1.359896858e+02 +1.359896858e+02 +9.853968583e+01 -3.745000000e+01 +3.5499e+00 -3.8433e-01 +2.2615e+00 -1.7604e+00 +2.9019e+00 +1.5044e+00 +1.2220e+00 +9.4585e-01 +3.7902e+00 +4.9351e+00 +3.9459e+00 +3.4794e+00 -2.7810e+00 -4.1753e+00 +3.2099e+00 +4.9480e+00 -3.0973e+00 +4.6285e+00 +2.2968e+00 -4.6986e+00
1718 +9.995143264e+01 +9.995143264e+01 +6.250143264e+01 -3.745000000e+01 +4.8187e+00 +4.0673e+00 -2.3710e-01 -1.7604e+00 +6.1199e-01 +3.4569e+00 -1.4345e+00 -3.3463e+00 +4.7741e+00 +8.6049e-01 +4.1177e+00 +4.6638e+00 -2.4471e+00 -4.5841e+00 +2.8018e+00 +4.9480e+00 -3.7580e+00 +4.5147e+00 +4.6964e+00 -4.9275e+00
3064 +6.159592599e+01 +6.159592599e+01 +2.414592599e+01 -3.745000000e+01 +1.1265e+00 -3.8433e-01 +2.2615e+00 -4.2605e+00 -2.8837e+00 +3.7911e+00 +4.3557e+00 -3.7023e+00 +3.7715e+00 +4.2691e+00 +4.6345e+00 +4.6638e+00 -2.4471e+00 -5.2994e+00 +4.6245e+00 +4.9480e+00 -3.7580e+00 +4.5147e+00 +4.6964e+00 -4.9275e+00
4400 +3.917735647e+01 +3.917735647e+01 +1.727356472e+00 -3.745000000e+01 +4.8187e+00 +4.0673e+00 +3.6077e+00 -3.9874e+00 -2.2939e+00 +3.8098e+00 +2.8878e+00 -4.9820e+00 +4.7741e+00 +2.9778e+00 +4.6345e+00 +4.7941e+00 -4.4169e+00 -4.5841e+00 +4.6245e+00 +4.9480e+00 -3.8572e+00 +4.9643e+00 +5.0089e+00 -6.0563e+00
5737 +2.359278974e+01 +2.359278974e+01 -1.385721026e+01 -3.745000000e+01 +5.0571e+00 +4.0673e+00 +3.6077e+00 -4.2605e+00 -2.8837e+00 +5.1834e+00 +3.5195e+00 -3.7023e+00 +4.2602e+00 +4.9351e+00 +4.5661e+00 +4.7941e+00 -4.4169e+00 -6.4172e+00 +5.4399e+00 +4.9480e+00 -4.6129e+00 +4.9643e+00 +5.0089e+00 -6.2339e+00
7063 +1.579542104e+01 +1.579542104e+01 -2.165457896e+01 -3.745000000e+01 +4.8187e+00 +4.2678e+00 +3.5485e+00 -4.5105e+00 -2.8837e+00 +4.9303e+00 +4.8119e+00 -4.6246e+00 +4.7741e+00 +5.2357e+00 +4.6345e+00 +4.7941e+00 -4.4169e+00 -4.8295e+00 +4.7877e+00 +4.9480e+00 -5.4599e+00 +5.1385e+00 +5.4931e+00 -6.0563e+00
7627 +9.348094922e+00 +9.348094922e+00 -2.810190508e+01 -3.745000000e+01 +4.8187e+00 +5.2708e+00 +3.4439e+00 -3.9874e+00 -4.3146e+00 +4.9303e+00 +4.6947e+00 -4.6246e+00 +4.7601e+00 +5.2357e+00 +4.8750e+00 +4.7941e+00 -5.2806e+00 -4.8295e+00 +5.2239e+00 +4.9480e+00 -5.5819e+00 +5.4628e+00 +5.0089e+00 -6.2339e+00
8575 +6.214629481e+00 +6.214629481e+00 -3.123537052e+01 -3.745000000e+01 +4.8187e+00 +4.2502e+00 +4.4227e+00 -5.2168e+00 -3.3525e+00 +5.4840e+00 +4.6947e+00 -5.6904e+00 +5.1082e+00 +5.4136e+00 +5.2443e+00 +5.0479e+00 -5.2806e+00 -4.8295e+00 +5.2239e+00 +4.9480e+00 -5.5819e+00 +5.1385e+00 +5.4931e+00 -6.3364e+00
9337 +3.891712843e+00 +3.891712843e+00 -3.355828716e+01 -3.745000000e+01 +5.0872e+00 +4.9183e+00 +3.6077e+00 -5.2168e+00 -4.3146e+00 +5.4840e+00 +4.6947e+00 -5.6904e+00 +5.1082e+00 +5.0769e+00 +5.2443e+00 +5.0479e+00 -5.2806e+00 -6.4172e+00 +6.7072e+00 +5.4493e+00 -5.5819e+00 +4.9643e+00 +5.3023e+00 -6.0563e+00
27979 +2.152406782e+00 +2.152406782e+00 -3.529759322e+01 -3.745000000e+01 +4.1817e+00 +5.2292e+00 +5.0596e+00 -5.3699e+00 -4.7208e+00 +5.4499e+00 +4.9409e+00 -5.1418e+00 +4.9629e+00 +4.9887e+00 +4.9869e+00 +5.3614e+00 -4.9450e+00 -4.9281e+00 +5.2431e+00 +5.0501e+00 -5.5815e+00 +5.2792e+00 +6.0444e+00 -5.2555e+00
28176 +1.540881701e+00 +1.540881701e+00 -3.590911830e+01 -3.745000000e+01 +5.1049e+00 +5.2292e+00 +4.8878e+00 -5.0862e+00 -5.0313e+00 +5.9602e+00 +4.7517e+00 -5.1418e+00 +5.2138e+00 +4.8988e+00 +5.1250e+00 +5.9172e+00 -4.9450e+00 -4.9281e+00 +5.0986e+00 +5.1512e+00 -6.0336e+00 +5.3104e+00 +6.0444e+00 -5.2555e+00
75025 +8.105564941e-01 +8.105564941e-01 -3.663944351e+01 -3.745000000e+01 +5.0794e+00 +5.2292e+00 +4.9380e+00 -5.3699e+00 -4.7208e+00 +5.4499e+00 +4.9510e+00 -5.5292e+00 +5.3959e+00 +5.3749e+00 +4.9493e+00 +4.9983e+00 -5.2269e+00 -5.1062e+00 +5.0986e+00 +5.0501e+00 -5.2908e+00 +5.2792e+00 +6.0444e+00 -5.2555e+00
75395 +6.205340176e-01 +6.205340176e-01 -3.682946598e+01 -3.745000000e+01 +5.1049e+00 +5.2292e+00 +4.9802e+00 -5.5562e+00 -4.7208e+00 +5.4499e+00 +5.0593e+00 -5.1418e+00 +4.9629e+00 +5.0512e+00 +4.9869e+00 +5.3010e+00 -5.3676e+00 -6.0988e+00 +5.1934e+00 +5.1512e+00 -5.2908e+00 +5.5809e+00 +5.1847e+00 -5.3581e+00
75943 +2.472582092e-01 +2.472582092e-01 -3.720274179e+01 -3.745000000e+01 +5.0794e+00 +5.2292e+00 +4.9380e+00 -5.0862e+00 -5.2995e+00 +5.2212e+00 +5.2608e+00 -5.9469e+00 +4.9584e+00 +5.0512e+00 +4.9869e+00 +5.3010e+00 -5.0385e+00 -4.9970e+00 +5.0986e+00 +5.1512e+00 -5.7053e+00 +5.2053e+00 +5.9752e+00 -5.2555e+00
76294 +1.510008578e-01 +1.510008578e-01 -3.729899914e+01 -3.745000000e+01 +5.1049e+00 +5.2292e+00 +5.0596e+00 -5.7703e+00 -4.9823e+00 +5.4499e+00 +4.9409e+00 -5.5292e+00 +5.3959e+00 +5.3749e+00 +5.1250e+00 +5.3010e+00 -5.2269e+00 -5.3221e+00 +5.0793e+00 +5.2400e+00 -5.2908e+00 +5.2053e+00 +5.8827e+00 -5.0669e+00
76667 +7.935330194e-02 +7.935330194e-02 -3.737064670e+01 -3.745000000e+01 +5.2650e+00 +5.2292e+00 +5.0596e+00 -5.7703e+00 -4.9823e+00 +5.4499e+00 +5.2574e+00 -5.5292e+00 +5.3959e+00 +5.5136e+00 +4.9869e+00 +4.9983e+00 -5.5071e+00 -6.0988e+00 +5.1934e+00 +5.4313e+00 -5.5815e+00 +5.2053e+00 +5.4228e+00 -5.2555e+00
76850 +2.875828365e-02 +2.875828365e-02 -3.742124172e+01 -3.745000000e+01 +5.5945e+00 +5.2292e+00 +5.1722e+00 -5.7703e+00 -4.9823e+00 +5.4499e+00 +5.2608e+00 -5.1418e+00 +5.0912e+00 +5.5136e+00 +5.1250e+00 +5.3010e+00 -5.2269e+00 -5.3221e+00 +5.0793e+00 +5.2400e+00 -5.2908e+00 +5.2053e+00 +5.8289e+00 -5.3581e+00
77217 +1.421085472e-14 +1.421085472e-14 -3.745000000e+01 -3.745000000e+01 +5.2650e+00 +5.2292e+00 +5.2155e+00 -5.5589e+00 -5.0450e+00 +5.4499e+00 +5.5790e+00 -5.1418e+00 +5.3959e+00 +5.1466e+00 +6.1432e+00 +5.3010e+00 -5.2269e+00 -6.0988e+00 +5.0793e+00 +5.1512e+00 -5.7053e+00 +5.2053e+00 +5.7745e+00 -5.2555e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.483795325e+02 +4.483795325e+02 +3.329532499e+00 -4.450500000e+02 -3.0590e+00 -2.3469e+00 +4.7076e+00 +2.8241e+00 +4.3734e+00 -1.8359e+00 +3.0012e+00 +3.3871e+00 -3.4029e+00 -4.7887e+00 -8.7645e-01 +2.4589e+00 -4.0947e+00 +2.2281e+00 +1.4963e+00 -1.0811e+00 +4.7794e+00 +4.4406e+00 +4.5716e-01 -4.7269e-02
196 +2.291408210e+02 +2.291408210e+02 -2.159091790e+02 -4.450500000e+02 +6.1649e-01 -3.8916e+00 -2.5759e+00 -1.9802e+00 -1.8865e+00 -4.7058e+00 -3.5810e+00 -3.7075e+00 -4.7061e+00 +1.7298e+00 -1.3032e-01 -2.2187e+00 -3.7008e+00 -4.7132e+00 +2.7527e+00 +4.3062e+00 -1.1054e+00 -4.7340e+00 +4.0293e+00 +2.3984e+00
1159 +1.544396057e+02 +1.544396057e+02 -2.906103943e+02 -4.450500000e+02 -8.8882e-01 -4.5527e+00 -3.9110e+00 -2.2767e+00 -1.8865e+00 -5.0731e+00 -1.0124e+00 -1.4742e-01 -3.8407e+00 -1.4616e+00 +4.1032e+00 +2.7426e+00 -2.5300e+00 +4.6748e+00 +3.1349e+00 +4.3030e+00 -3.1303e+00 -4.9934e+00 +2.1519e+00 +4.9126e+00
2304 +8.837551075e+01 +8.837551075e+01 -3.566744892e+02 -4.450500000e+02 -4.9386e+00 +4.2351e+00 +1.8111e+00 +2.3633e+00 -1.8865e+00 -4.7058e+00 -3.4432e+00 -4.0583e+00 -4.7061e+00 +1.7298e+00 +3.6456e+00 +2.9119e+00 -3.8032e+00 +3.3731e+00 +4.8722e+00 +4.7585e+00 -3.0459e+00 -4.9934e+00 +4.4385e+00 +4.4980e+00
3635 +5.648235492e+01 +5.648235492e+01 -3.885676451e+02 -4.450500000e+02 -4.3063e+00 +4.2351e+00 -1.6346e+00 -3.6808e+00 -4.9068e+00 -4.8145e+00 -3.7460e+00 -3.7075e+00 -3.5450e+00 +2.6566e+00 +4.6093e+00 +5.2230e+00 -2.3548e+00 +4.0851e+00 +4.8502e+00 +4.5797e+00 -4.4303e+00 -4.9934e+00 +4.7397e+00 +4.9126e+00
4592 +3.802334939e+01 +3.802334939e+01 -4.070266506e+02 -4.450500000e+02 -4.3063e+00 +4.2351e+00 +2.5916e+00 -1.9802e+00 -4.5042e+00 -5.3141e+00 -3.8580e+00 -4.0583e+00 -4.7061e+00 +2.9861e+00 +4.6093e+00 +4.9913e+00 -4.3784e+00 +4.6748e+00 +4.8502e+00 +4.3030e+00 -4.4433e+00 -4.9934e+00 +4.7397e+00 +5.1646e+00
5938 +2.426503884e+01 +2.426503884e+01 -4.207849612e+02 -4.450500000e+02 -4.1153e+00 +5.1591e+00 +2.6242e+00 -5.0032e+00 -4.5042e+00 -4.7058e+00 -3.8580e+00 -5.1931e+00 -4.7061e+00 +3.8143e+00 +4.6093e+00 +5.2453e+00 -4.0463e+00 +4.6268e+00 +4.6662e+00 +4.8437e+00 -5.3408e+00 -4.9934e+00 +4.7397e+00 +5.1646e+00
7279 +1.579556189e+01 +1.579556189e+01 -4.292544381e+02 -4.450500000e+02 -5.4570e+00 +4.9711e+00 +2.7243e+00 -5.0032e+00 -4.5042e+00 -4.8145e+00 -4.2537e+00 -4.8211e+00 -4.7180e+00 +3.8143e+00 +4.6093e+00 +6.0183e+00 -4.3887e+00 +4.9537e+00 +4.9423e+00 +4.8437e+00 -5.3408e+00 -4.9934e+00 +5.0871e+00 +5.1646e+00
8044 +9.490471093e+00 +9.490471093e+00 -4.355595289e+02 -4.450500000e+02 -4.7427e+00 +5.1591e+00 +3.8171e+00 -5.0032e+00 -4.5042e+00 -4.8145e+00 -5.0721e+00 -4.8211e+00 -4.7061e+00 +3.8143e+00 +4.8192e+00 +5.4092e+00 -4.8436e+00 +4.9554e+00 +4.9423e+00 +5.1973e+00 -5.3408e+00 -4.9934e+00 +5.0871e+00 +5.1646e+00
9012 +5.955318092e+00 +5.955318092e+00 -4.390946819e+02 -4.450500000e+02 -4.7427e+00 +5.0146e+00 +3.3731e+00 -5.0032e+00 -5.4859e+00 -4.7058e+00 -5.0721e+00 -4.9304e+00 -4.9210e+00 +4.2209e+00 +5.0975e+00 +4.9913e+00 -4.9273e+00 +5.6018e+00 +5.5028e+00 +5.5796e+00 -5.3408e+00 -4.9934e+00 +5.4426e+00 +5.1646e+00
37003 +3.818604417e+00 +3.818604417e+00 -4.412313956e+02 -4.450500000e+02 -5.3957e+00 +4.5391e+00 +4.8249e+00 -4.6355e+00 -4.9981e+00 -5.3173e+00 -4.7797e+00 -5.5779e+00 -5.2199e+00 +4.9580e+00 +4.8470e+00 +5.1241e+00 -5.1756e+00 +5.7186e+00 +4.7337e+00 +5.3347e+00 -5.2084e+00 -5.1667e+00 +5.2737e+00 +5.4903e+00
74877 +1.965788558e+00 +1.965788558e+00 -4.430842114e+02 -4.450500000e+02 -4.7758e+00 +5.0857e+00 +4.9443e+00 -4.9714e+00 -5.4495e+00 -5.9201e+00 -4.7788e+00 -5.3913e+00 -5.3893e+00 +4.8390e+00 +5.2638e+00 +4.9462e+00 -6.1782e+00 +5.5499e+00 +5.1535e+00 +5.0048e+00 -6.0321e+00 -5.0941e+00 +5.4425e+00 +4.9512e+00
75412 +1.264561710e+00 +1.264561710e+00 -4.437854383e+02 -4.450500000e+02 -4.7758e+00 +5.0857e+00 +4.9443e+00 -4.8422e+00 -5.4495e+00 -4.9570e+00 -5.1480e+00 -5.3913e+00 -4.7483e+00 +5.0914e+00 +5.2638e+00 +5.0147e+00 -5.3101e+00 +5.5685e+00 +5.1535e+00 +5.5087e+00 -6.4033e+00 -5.0941e+00 +5.4425e+00 +5.6809e+00
75752 +7.940996449e-01 +7.940996449e-01 -4.442559004e+02 -4.450500000e+02 -4.7758e+00 +5.0857e+00 +4.9443e+00 -4.9714e+00 -5.4495e+00 -5.9201e+00 -4.7788e+00 -5.3913e+00 -5.5427e+00 +5.0914e+00 +5.2638e+00 +5.6253e+00 -5.3101e+00 +5.5499e+00 +5.1535e+00 +5.0048e+00 -6.0321e+00 -5.0941e+00 +5.4425e+00 +5.6809e+00
76252 +3.363736562e-01 +3.363736562e-01 -4.447136263e+02 -4.450500000e+02 -4.7758e+00 +5.2572e+00 +4.9443e+00 -4.9714e+00 -5.4495e+00 -5.4924e+00 -5.1480e+00 -5.3913e+00 -5.2413e+00 +5.0914e+00 +5.0949e+00 +5.6253e+00 -5.3101e+00 +5.5441e+00 +5.1535e+00 +5.0048e+00 -6.0321e+00 -5.0941e+00 +5.4425e+00 +5.6809e+00
77147 +1.498626202e-01 +1.498626202e-01 -4.449001374e+02 -4.450500000e+02 -5.3812e+00 +5.1465e+00 +4.9443e+00 -5.0930e+00 -5.4495e+00 -4.9570e+00 -5.1480e+00 -5.0409e+00 -5.2413e+00 +5.0914e+00 +5.0949e+00 +5.6253e+00 -5.3101e+00 +5.5441e+00 +5.1535e+00 +5.0048e+00 -6.0321e+00 -5.0941e+00 +5.4425e+00 +5.2835e+00
77503 +7.098167550e-02 +7.098167550e-02 -4.449790183e+02 -4.450500000e+02 -5.0968e+00 +5.0857e+00 +4.9443e+00 -5.0930e+00 -5.4495e+00 -5.4924e+00 -5.1480e+00 -5.3913e+00 -5.5427e+00 +5.0914e+00 +5.0949e+00 +5.0147e+00 -5.3101e+00 +5.5441e+00 +5.1535e+00 +5.0048e+00 -6.0321e+00 -6.1169e+00 +5.4425e+00 +5.2835e+00
78025 +0.000000000e+00 +0.000000000e+00 -4.450500000e+02 -4.450500000e+02 -5.7138e+00 +5.0857e+00 +6.0788e+00 -5.0930e+00 -5.4495e+00 -5.2228e+00 -5.1480e+00 -5.3913e+00 -5.1173e+00 +5.0914e+00 +6.0234e+00 +5.5667e+00 -5.3101e+00 +5.3931e+00 +5.1535e+00 +5.0048e+00 -7.3091e+00 -5.7175e+00 +5.4425e+00 +5.1374e+00
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.085083714e+02 +5.085083714e+02 +1.459828371e+03 +9.513200000e+02 +3.3164e+00 +6.2288e-01 +4.7761e+00 -4.5215e+00 +2.2807e+00 -4.1257e+00 -1.5459e+00 -4.0307e+00 -1.0208e+00 -6.4725e-01 +3.5900e+00 +5.5733e-01 -4.9707e+00 -4.4433e+00 +3.5952e+00 -3.9144e+00 -3.5390e-01 +4.2580e+00 -4.4868e+00 -1.0101e+00
189 +2.245082707e+02 +2.245082707e+02 +1.175828271e+03 +9.513200000e+02 -3.6326e+00 -4.5038e+00 -3.1573e+00 -1.6001e+00 -1.4546e+00 +1.0704e+00 +7.7932e-02 +4.0273e+00 -1.0259e+00 -4.0779e+00 -3.3571e-01 -2.4530e+00 +1.0283e+00 +3.4787e+00 -4.2050e+00 +3.2545e+00 -1.9829e+00 -4.8687e+00 +1.2664e+00 -4.2184e+00
1315 +1.559714441e+02 +1.559714441e+02 +1.107291444e+03 +9.513200000e+02 -7.7578e-01 -5.7961e-01 +8.3781e-01 +3.5362e+00 -4.1155e+00 -4.5367e+00 -4.9462e+00 +3.3669e+00 -2.6155e+00 -8.5299e-01 +3.8707e+00 +2.7791e+00 -2.7065e+00 +4.7657e+00 -4.2050e+00 +3.2026e+00 -2.0248e+00 -4.8687e+00 +3.7088e+00 -4.6596e+00
2260 +9.938725270e+01 +9.938725270e+01 +1.050707253e+03 +9.513200000e+02 +1.7023e+00 -3.2645e+00 +9.0498e-01 +4.1607e+00 -2.4571e+00 -8.6129e-01 -4.5586e+00 +1.8150e+00 -3.6601e+00 -3.9369e+00 -1.6580e+00 +2.9886e+00 -2.7065e+00 +4.7657e+00 -4.7453e+00 +4.7091e+00 -4.9929e+00 -4.2509e+00 +4.1833e+00 -4.6596e+00
3018 +6.010727238e+01 +6.010727238e+01 +1.011427272e+03 +9.513200000e+02 -2.8219e+00 -4.5383e+00 +4.3664e+00 +4.4535e+00 +3.4844e+00 -4.5367e+00 -4.9170e+00 +4.2493e+00 -4.0315e+00 -4.0779e+00 -4.7999e+00 +4.2284e+00 -2.7065e+00 +4.7657e+00 -4.1037e+00 +4.7091e+00 -4.7824e+00 -4.8687e+00 +3.7581e+00 -3.9496e+00
4308 +3.734652359e+01 +3.734652359e+01 +9.886665236e+02 +9.513200000e+02 -2.8219e+00 -4.5383e+00 +8.3781e-01 +4.1607e+00 +4.8494e+00 -4.5367e+00 -4.6701e+00 +3.7823e+00 -4.0315e+00 -4.4039e+00 -4.7999e+00 +4.2684e+00 -4.2012e+00 +4.7657e+00 -5.2921e+00 +4.7091e+00 -6.3444e+00 -4.8346e+00 +4.4700e+00 -4.6596e+00
6161 +2.268410120e+01 +2.268410120e+01 +9.740041012e+02 +9.513200000e+02 -4.8667e+00 -4.5383e+00 +4.0315e+00 +4.4535e+00 +5.0009e+00 -4.5367e+00 -5.2553e+00 +4.6054e+00 -4.1753e+00 -4.0779e+00 -5.2147e+00 +4.2121e+00 -4.1580e+00 +5.7400e+00 -4.9252e+00 +4.7091e+00 -4.9929e+00 -4.8977e+00 +4.9694e+00 -4.6596e+00
7470 +1.198173767e+01 +1.198173767e+01 +9.633017377e+02 +9.513200000e+02 -5.3508e+00 -4.5383e+00 +4.3664e+00 +3.6193e+00 +4.8494e+00 -5.0731e+00 -4.9170e+00 +4.7050e+00 -4.7938e+00 -4.5863e+00 -4.8527e+00 +4.9648e+00 -4.6249e+00 +5.0990e+00 -5.2921e+00 +5.1653e+00 -4.9929e+00 -5.7283e+00 +4.9888e+00 -4.6596e+00
8400 +8.897000871e+00 +8.897000871e+00 +9.602170009e+02 +9.513200000e+02 -4.8667e+00 -5.3682e+00 +4.3664e+00 +4.4535e+00 +4.8494e+00 -5.0731e+00 -4.9462e+00 +4.4938e+00 -4.7938e+00 -4.5863e+00 -4.8527e+00 +4.9648e+00 -4.6249e+00 +5.0990e+00 -5.2921e+00 +5.1653e+00 -4.9929e+00 -5.7283e+00 +4.8224e+00 -5.9533e+00
9144 +6.080124448e+00 +6.080124448e+00 +9.574001244e+02 +9.513200000e+02 -4.8667e+00 -5.3682e+00 +4.3664e+00 +4.7775e+00 +4.8494e+00 -4.7112e+00 -4.9462e+00 +4.7050e+00 -5.2664e+00 -5.1003e+00 -5.0170e+00 +4.9648e+00 -4.6249e+00 +4.9938e+00 -5.2580e+00 +5.5171e+00 -5.6784e+00 -5.2613e+00 +4.8334e+00 -5.9533e+00
