% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
391586 +6.123359164e-04 +6.123359164e-04 -1.520393877e+02 -1.520400000e+02 -2.7337e-01 +1.4300e+00 -3.9285e+00 +3.2993e+00 +2.4230e+00 +1.4245e-01 -8.8016e-01 -7.1350e-01 +1.4977e+00 +3.4805e+00 -8.3988e-01 -2.6399e+00 -3.9063e+00 +3.8941e+00 +2.8791e-01 +1.2298e+00 +2.0521e+00 +3.0689e-01 -3.6893e-01 +3.9415e+00
445807 +2.959737891e-04 +2.959737891e-04 -1.520397040e+02 -1.520400000e+02 -2.6534e-01 +1.4234e+00 -3.9282e+00 +3.2954e+00 +2.4198e+00 +1.4139e-01 -8.7554e-01 -6.9731e-01 +1.5036e+00 +3.4754e+00 -8.4617e-01 -2.6436e+00 -3.9057e+00 +3.8937e+00 +2.8103e-01 +1.2300e+00 +2.0504e+00 +3.0225e-01 -3.5713e-01 +3.9491e+00
502948 +1.987208026e-04 +1.987208026e-04 -1.520398013e+02 -1.520400000e+02 -2.7181e-01 +1.4234e+00 -3.9295e+00 +3.2958e+00 +2.4230e+00 +1.5614e-01 -8.8015e-01 -7.0758e-01 +1.4977e+00 +3.4806e+00 -8.4547e-01 -2.6436e+00 -3.9074e+00 +3.8941e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6079e-01 +3.9460e+00
503488 +1.531332497e-04 +1.531332497e-04 -1.520398469e+02 -1.520400000e+02 -2.7181e-01 +1.4234e+00 -3.9295e+00 +3.2958e+00 +2.4230e+00 +1.5614e-01 -8.8015e-01 -7.0020e-01 +1.4977e+00 +3.4806e+00 -8.4547e-01 -2.6436e+00 -3.9074e+00 +3.8941e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6079e-01 +3.9460e+00
567806 +7.045580332e-05 +7.045580332e-05 -1.520399295e+02 -1.520400000e+02 -2.6534e-01 +1.4234e+00 -3.9278e+00 +3.2954e+00 +2.4230e+00 +1.4963e-01 -8.8015e-01 -7.0020e-01 +1.4977e+00 +3.4806e+00 -8.4547e-01 -2.6436e+00 -3.9074e+00 +3.8941e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6079e-01 +3.9485e+00
669895 +5.638160428e-05 +5.638160428e-05 -1.520399436e+02 -1.520400000e+02 -2.6820e-01 +1.4234e+00 -3.9235e+00 +3.2954e+00 +2.4230e+00 +1.4963e-01 -8.8015e-01 -7.0020e-01 +1.4977e+00 +3.4806e+00 -8.4547e-01 -2.6436e+00 -3.9074e+00 +3.8941e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6079e-01 +3.9495e+00
752857 +3.673052288e-05 +3.673052288e-05 -1.520399633e+02 -1.520400000e+02 -2.6820e-01 +1.4234e+00 -3.9235e+00 +3.2958e+00 +2.4181e+00 +1.4963e-01 -8.7926e-01 -7.0020e-01 +1.4977e+00 +3.4806e+00 -8.4547e-01 -2.6399e+00 -3.9088e+00 +3.8937e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6079e-01 +3.9495e+00
893312 +2.478551355e-05 +2.478551355e-05 -1.520399752e+02 -1.520400000e+02 -2.6820e-01 +1.4234e+00 -3.9235e+00 +3.2968e+00 +2.4191e+00 +1.4963e-01 -8.7926e-01 -7.0020e-01 +1.4977e+00 +3.4806e+00 -8.4403e-01 -2.6433e+00 -3.9088e+00 +3.8937e+00 +2.8501e-01 +1.2369e+00 +2.0521e+00 +2.9766e-01 -3.6229e-01 +3.9495e+00
937907 +1.360756383e-05 +1.360756383e-05 -1.520399864e+02 -1.520400000e+02 -2.6522e-01 +1.4241e+00 -3.9235e+00 +3.2958e+00 +2.4200e+00 +1.4963e-01 -8.7751e-01 -7.0110e-01 +1.4995e+00 +3.4805e+00 -8.4418e-01 -2.6399e+00 -3.9088e+00 +3.8937e+00 +2.8331e-01 +1.2369e+00 +2.0503e+00 +2.9835e-01 -3.6361e-01 +3.9512e+00
1170465 +7.232384547e-06 +7.232384547e-06 -1.520399928e+02 -1.520400000e+02 -2.6771e-01 +1.4241e+00 -3.9254e+00 +3.2958e+00 +2.4198e+00 +1.4985e-01 -8.7920e-01 -7.0110e-01 +1.4995e+00 +3.4805e+00 -8.4418e-01 -2.6399e+00 -3.9088e+00 +3.8937e+00 +2.8415e-01 +1.2369e+00 +2.0504e+00 +2.9835e-01 -3.6361e-01 +3.9512e+00
1240987 +5.953975773e-06 +5.953975773e-06 -1.520399940e+02 -1.520400000e+02 -2.6771e-01 +1.4245e+00 -3.9244e+00 +3.2972e+00 +2.4198e+00 +1.4985e-01 -8.7920e-01 -7.0110e-01 +1.4995e+00 +3.4805e+00 -8.4394e-01 -2.6400e+00 -3.9088e+00 +3.8937e+00 +2.8415e-01 +1.2369e+00 +2.0504e+00 +2.9835e-01 -3.6361e-01 +3.9512e+00
1530759 +3.817565613e-06 +3.817565613e-06 -1.520399962e+02 -1.520400000e+02 -2.6820e-01 +1.4241e+00 -3.9254e+00 +3.2972e+00 +2.4198e+00 +1.4992e-01 -8.7751e-01 -7.0094e-01 +1.4995e+00 +3.4805e+00 -8.4418e-01 -2.6417e+00 -3.9088e+00 +3.8937e+00 +2.8415e-01 +1.2369e+00 +2.0504e+00 +2.9976e-01 -3.6361e-01 +3.9512e+00
1799611 +2.114572823e-06 +2.114572823e-06 -1.520399979e+02 -1.520400000e+02 -2.6776e-01 +1.4241e+00 -3.9246e+00 +3.2968e+00 +2.4191e+00 +1.4985e-01 -8.7861e-01 -7.0110e-01 +1.4995e+00 +3.4806e+00 -8.4418e-01 -2.6417e+00 -3.9088e+00 +3.8937e+00 +2.8415e-01 +1.2369e+00 +2.0504e+00 +2.9835e-01 -3.6361e-01 +3.9512e+00
1871217 +1.497761900e-06 +1.497761900e-06 -1.520399985e+02 -1.520400000e+02 -2.6758e-01 +1.4241e+00 -3.9249e+00 +3.2968e+00 +2.4191e+00 +1.4985e-01 -8.7861e-01 -7.0110e-01 +1.4995e+00 +3.4806e+00 -8.4418e-01 -2.6417e+00 -3.9088e+00 +3.8937e+00 +2.8415e-01 +1.2369e+00 +2.0504e+00 +2.9976e-01 -3.6361e-01 +3.9512e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.085940509e+02 +2.085940509e+02 +1.833440509e+02 -2.525000000e+01 -1.7939e+00 -1.1792e+00 +1.2518e+00 -2.6620e+00 -4.7072e-01 -5.6647e-01 -4.8785e+00 +1.7669e+00 +2.1514e+00 +1.7520e+00 +4.1608e+00 -4.5467e+00 +8.3818e-01 +4.1530e+00 +3.0696e+00 +1.4114e+00 +3.8743e+00 -2.2659e+00 +1.3512e+00 +4.1320e+00
183 +1.075269733e+02 +1.075269733e+02 +8.227697329e+01 -2.525000000e+01 +3.9371e+00 -1.3188e+00 +7.4950e-01 +2.9515e+00 +1.3186e+00 +3.2413e-01 -4.5986e+00 -7.0276e-02 +1.5707e+00 -4.8617e+00 +2.5949e+00 +2.2801e+00 +2.9991e+00 -6.5730e-01 +3.5702e+00 -3.1108e+00 -2.6263e+00 -2.9729e+00 -6.8393e-01 -2.4039e+00
365 +9.575540073e+01 +9.575540073e+01 +7.050540073e+01 -2.525000000e+01 +2.8909e-02 +2.3519e+00 -2.0661e+00 -4.2883e+00 +4.2358e-01 +8.9075e-01 -4.2435e+00 +1.2880e-01 +4.8724e+00 -1.8341e+00 +2.2107e+00 +7.3958e-01 -2.2490e+00 -1.4058e+00 -2.9239e-01 +4.6285e+00 +9.3898e-01 -1.5240e+00 +1.2246e+00 -5.1064e+00
1097 +4.640863981e+01 +4.640863981e+01 +2.115863981e+01 -2.525000000e+01 +2.6186e+00 +9.9350e-01 +4.0731e-01 -2.5395e+00 +3.8868e+00 +2.2654e-01 -1.8165e+00 +8.8089e-01 +4.8724e+00 -1.8341e+00 +2.2107e+00 +9.1782e-01 -2.2490e+00 +2.1375e+00 +2.2938e-01 -8.4510e-01 -1.3781e+00 +1.8042e+00 -4.4656e-01 -1.0128e+00
1280 +3.539220244e+01 +3.539220244e+01 +1.014220244e+01 -2.525000000e+01 +2.7683e+00 +1.7993e+00 +4.0731e-01 -4.8408e+00 +3.2209e+00 +2.2654e-01 -1.8165e+00 -2.1257e+00 -8.8380e-01 -2.5470e+00 +1.3033e+00 +1.9623e+00 -1.2108e+00 -1.9215e-02 +2.5294e+00 -1.8198e+00 +2.0811e+00 -8.7024e-01 +4.2001e-01 -1.9076e+00
2193 +2.343671127e+01 +2.343671127e+01 -1.813288732e+00 -2.525000000e+01 +4.0825e+00 +1.5063e+00 +4.0731e-01 -2.5936e+00 +3.2209e+00 +2.2654e-01 -1.8165e+00 -2.1257e+00 +1.6779e+00 -4.8617e+00 +2.5949e+00 +8.8433e-01 -1.0424e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -1.3781e+00 +1.8042e+00 +7.9574e-02 -1.0014e+00
2746 +1.382614929e+01 +1.382614929e+01 -1.142385071e+01 -2.525000000e+01 +2.3865e+00 +9.9350e-01 +4.0731e-01 -2.5395e+00 +3.2209e+00 +2.2654e-01 -2.5894e+00 -2.1257e+00 +4.1540e-01 -4.8617e+00 +3.6620e+00 +8.8433e-01 -2.3932e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -1.3781e+00 -1.2102e+00 +4.2001e-01 -1.9076e+00
3313 +8.121430571e+00 +8.121430571e+00 -1.712856943e+01 -2.525000000e+01 +2.6186e+00 +8.2789e-01 -1.7777e+00 -1.7762e+00 +3.7297e+00 +2.2654e-01 -2.9538e+00 -1.3929e+00 +1.0126e+00 -2.5470e+00 +2.5949e+00 +1.6814e+00 -2.3932e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -1.3781e+00 -1.8377e+00 +4.2001e-01 +8.9725e-01
3496 +5.870510020e+00 +5.870510020e+00 -1.937948998e+01 -2.525000000e+01 +2.1019e+00 +8.2789e-01 -1.7777e+00 -2.2406e+00 +3.2209e+00 +2.2654e-01 -1.9048e+00 -2.1257e+00 +1.5707e+00 -2.2062e+00 +3.1164e+00 +1.6814e+00 -2.3932e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -1.3781e+00 -1.8377e+00 +4.2001e-01 -1.9076e+00
4037 +3.968151163e+00 +3.968151163e+00 -2.128184884e+01 -2.525000000e+01 +2.6186e+00 +6.8457e-01 -1.3390e+00 -2.2406e+00 +3.2209e+00 +2.2654e-01 -1.9048e+00 -2.0286e+00 +1.0126e+00 -2.5470e+00 +2.5949e+00 +1.6814e+00 -2.3932e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -1.3781e+00 -1.8377e+00 +4.2001e-01 -1.9076e+00
5127 +2.500403733e+00 +2.500403733e+00 -2.274959627e+01 -2.525000000e+01 +4.0137e+00 +1.5063e+00 -1.7279e+00 -2.2406e+00 +3.2209e+00 +2.2654e-01 -2.9538e+00 -2.1929e+00 +1.4542e+00 -2.5470e+00 +2.5949e+00 +8.8433e-01 -2.4259e+00 -1.9215e-02 +2.5294e+00 -2.9382e-01 -6.5899e-01 -1.2102e+00 +2.5721e-01 -1.6526e+00
6246 +1.570663836e+00 +1.570663836e+00 -2.367933616e+01 -2.525000000e+01 +4.0137e+00 +8.2789e-01 -1.7839e+00 -2.3142e+00 +3.2209e+00 -1.2641e-01 -2.9538e+00 -2.1850e+00 +1.0126e+00 -2.5470e+00 +2.5949e+00 +8.8433e-01 -2.4259e+00 -1.9215e-02 +2.5294e+00 -7.1500e-02 -6.5899e-01 -1.2102e+00 +2.5721e-01 -1.6526e+00
7750 +8.984109811e-01 +8.984109811e-01 -2.435158902e+01 -2.525000000e+01 +3.8487e+00 +8.2789e-01 -1.5791e+00 -2.1141e+00 +3.2209e+00 -4.2062e-02 -2.1339e+00 -1.3929e+00 +1.4542e+00 -2.5470e+00 +2.5949e+00 +8.8433e-01 -2.6607e+00 -1.9215e-02 +2.5294e+00 +1.3275e-01 -6.5899e-01 -1.3924e+00 +3.0589e-01 -1.4515e+00
8876 +5.621803853e-01 +5.621803853e-01 -2.468781961e+01 -2.525000000e+01 +3.5517e+00 +8.2789e-01 -1.5791e+00 -2.1141e+00 +3.3269e+00 -4.2062e-02 -2.6906e+00 -2.1257e+00 +1.4542e+00 -2.5470e+00 +2.9561e+00 +1.4493e+00 -2.3008e+00 -1.9215e-02 +1.9638e+00 +3.4764e-01 -6.5899e-01 -1.2102e+00 +2.5721e-01 -1.1387e+00
28451 +3.830791535e-01 +3.830791535e-01 -2.486692085e+01 -2.525000000e+01 +3.8376e+00 +6.9114e-01 -1.6869e+00 -2.1644e+00 +3.0719e+00 -8.8769e-02 -2.5580e+00 -1.6009e+00 +1.0921e+00 -2.6612e+00 +2.5138e+00 +1.1549e+00 -2.4734e+00 +9.2215e-02 +2.1393e+00 +4.5636e-01 -5.9948e-01 -1.0988e+00 +4.0164e-01 -1.1907e+00
75584 +2.225928011e-01 +2.225928011e-01 -2.502740720e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1141e+00 +3.4701e+00 -4.2062e-02 -2.3274e+00 -1.8366e+00 +1.4891e+00 -2.6612e+00 +2.5138e+00 +8.8433e-01 -2.4259e+00 -1.9215e-02 +1.9638e+00 +3.4764e-01 -6.5899e-01 -1.2102e+00 +2.5721e-01 -1.1387e+00
76157 +1.574495409e-01 +1.574495409e-01 -2.509255046e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1141e+00 +3.3269e+00 -4.2062e-02 -2.3274e+00 -1.6085e+00 +1.4542e+00 -2.5470e+00 +2.6151e+00 +1.1549e+00 -2.4734e+00 +9.2215e-02 +1.9638e+00 +3.4764e-01 -6.5899e-01 -1.2102e+00 +2.5721e-01 -1.1387e+00
77493 +7.280220802e-02 +7.280220802e-02 -2.517719779e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1141e+00 +3.3269e+00 -8.8769e-02 -2.3274e+00 -1.8366e+00 +1.3653e+00 -2.6612e+00 +2.6151e+00 +1.1549e+00 -2.5277e+00 -1.9215e-02 +1.9638e+00 +3.4764e-01 -5.9948e-01 -1.2102e+00 +2.5721e-01 -1.1387e+00
78063 +6.161807872e-02 +6.161807872e-02 -2.518838192e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1644e+00 +3.3269e+00 -8.8769e-02 -2.5580e+00 -1.8366e+00 +1.3653e+00 -2.6612e+00 +2.6151e+00 +1.1305e+00 -2.4734e+00 +9.2215e-02 +1.9638e+00 +3.4764e-01 -5.9948e-01 -1.2102e+00 +2.5721e-01 -1.1387e+00
80530 +3.979097736e-02 +3.979097736e-02 -2.521020902e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1644e+00 +3.3269e+00 -8.8769e-02 -2.5580e+00 -1.8366e+00 +1.3653e+00 -2.6612e+00 +2.6151e+00 +1.1305e+00 -2.5277e+00 +9.2215e-02 +1.9638e+00 +3.4764e-01 -6.5899e-01 -1.3871e+00 +3.5439e-01 -1.1387e+00
151535 +2.469705264e-02 +2.469705264e-02 -2.522530295e+01 -2.525000000e+01 +3.5517e+00 +6.9114e-01 -1.4638e+00 -2.1644e+00 +3.3269e+00 -8.8769e-02 -2.4555e+00 -1.8366e+00 +1.2877e+00 -2.6612e+00 +2.6151e+00 +1.1305e+00 -2.5603e+00 +9.2215e-02 +2.0746e+00 +3.4764e-01 -6.5899e-01 -1.3871e+00 +3.5439e-01 -1.1387e+00
155583 +1.558762271e-02 +1.558762271e-02 -2.523441238e+01 -2.525000000e+01 +3.5517e+00 +6.2206e-01 -1.4638e+00 -2.1281e+00 +3.3269e+00 -8.8769e-02 -2.4555e+00 -1.8366e+00 +1.2877e+00 -2.6612e+00 +2.6151e+00 +1.1305e+00 -2.5603e+00 +5.2062e-02 +2.0746e+00 +3.4764e-01 -6.5899e-01 -1.2630e+00 +3.5439e-01 -1.1387e+00
184521 +9.560201777e-03 +9.560201777e-03 -2.524043980e+01 -2.525000000e+01 +3.5873e+00 +6.2377e-01 -1.4200e+00 -2.1284e+00 +3.3017e+00 -9.4953e-02 -2.4965e+00 -1.8093e+00 +1.3096e+00 -2.6907e+00 +2.6721e+00 +1.1632e+00 -2.5781e+00 +3.5492e-02 +2.0747e+00 +3.0278e-01 -5.9299e-01 -1.2982e+00 +3.4955e-01 -1.1925e+00
194355 +6.257000272e-03 +6.257000272e-03 -2.524374300e+01 -2.525000000e+01 +3.6224e+00 +6.1322e-01 -1.3888e+00 -2.1461e+00 +3.2852e+00 -1.2330e-01 -2.4875e+00 -1.7931e+00 +1.2935e+00 -2.6704e+00 +2.6151e+00 +1.1370e+00 -2.5471e+00 +2.2820e-02 +2.0389e+00 +3.2800e-01 -6.2838e-01 -1.2850e+00 +3.6362e-01 -1.1387e+00
267228 +3.948038487e-03 +3.948038487e-03 -2.524605196e+01 -2.525000000e+01 +3.6224e+00 +6.3002e-01 -1.4195e+00 -2.1461e+00 +3.2852e+00 -1.2330e-01 -2.4875e+00 -1.7931e+00 +1.2935e+00 -2.6704e+00 +2.6441e+00 +1.1358e+00 -2.5471e+00 +2.2820e-02 +2.0389e+00 +3.2800e-01 -6.3381e-01 -1.2850e+00 +3.6362e-01 -1.1387e+00
297254 +2.458318814e-03 +2.458318814e-03 -2.524754168e+01 -2.525000000e+01 +3.6074e+00 +6.3774e-01 -1.4259e+00 -2.1452e+00 +3.2988e+00 -1.0252e-01 -2.4656e+00 -1.8272e+00 +1.3188e+00 -2.6718e+00 +2.6394e+00 +1.0983e+00 -2.5501e+00 +5.5016e-02 +2.0319e+00 +3.0088e-01 -6.1695e-01 -1.2987e+00 +3.3974e-01 -1.1550e+00
306592 +1.584260634e-03 +1.584260634e-03 -2.524841574e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4259e+00 -2.1598e+00 +3.2988e+00 -1.0252e-01 -2.4656e+00 -1.8447e+00 +1.3101e+00 -2.6718e+00 +2.6394e+00 +1.1195e+00 -2.5603e+00 +3.8789e-02 +2.0498e+00 +3.1481e-01 -6.1695e-01 -1.2989e+00 +3.5439e-01 -1.1550e+00
345117 +7.338749155e-04 +7.338749155e-04 -2.524926613e+01 -2.525000000e+01 +3.6224e+00 +6.3002e-01 -1.4195e+00 -2.1461e+00 +3.2941e+00 -1.0167e-01 -2.4699e+00 -1.8150e+00 +1.3156e+00 -2.6704e+00 +2.6441e+00 +1.1173e+00 -2.5796e+00 +3.4031e-02 +2.0389e+00 +3.2065e-01 -6.2911e-01 -1.3151e+00 +3.6362e-01 -1.1387e+00
375903 +5.762462419e-04 +5.762462419e-04 -2.524942375e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4259e+00 -2.1598e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8161e+00 +1.3066e+00 -2.6718e+00 +2.6394e+00 +1.1195e+00 -2.5603e+00 +4.5728e-02 +2.0405e+00 +3.1481e-01 -6.1695e-01 -1.2989e+00 +3.5439e-01 -1.1550e+00
379808 +3.698921573e-04 +3.698921573e-04 -2.524963011e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4259e+00 -2.1598e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8161e+00 +1.3101e+00 -2.6718e+00 +2.6394e+00 +1.1195e+00 -2.5603e+00 +4.5728e-02 +2.0405e+00 +3.1481e-01 -6.2591e-01 -1.2989e+00 +3.5439e-01 -1.1550e+00
455459 +2.284956668e-04 +2.284956668e-04 -2.524977150e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4259e+00 -2.1598e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8161e+00 +1.3106e+00 -2.6718e+00 +2.6394e+00 +1.1195e+00 -2.5603e+00 +4.5728e-02 +2.0405e+00 +3.1481e-01 -6.3420e-01 -1.3096e+00 +3.5934e-01 -1.1550e+00
600125 +1.442474684e-04 +1.442474684e-04 -2.524985575e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4259e+00 -2.1598e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8161e+00 +1.3106e+00 -2.6721e+00 +2.6421e+00 +1.1196e+00 -2.5651e+00 +4.5728e-02 +2.0405e+00 +3.1481e-01 -6.3420e-01 -1.3096e+00 +3.5934e-01 -1.1550e+00
678313 +8.028406038e-05 +8.028406038e-05 -2.524991972e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4200e+00 -2.1492e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8154e+00 +1.3106e+00 -2.6721e+00 +2.6421e+00 +1.1196e+00 -2.5651e+00 +4.3980e-02 +2.0405e+00 +3.1481e-01 -6.3420e-01 -1.3096e+00 +3.6093e-01 -1.1550e+00
751502 +5.987070354e-05 +5.987070354e-05 -2.524994013e+01 -2.525000000e+01 +3.6164e+00 +6.3774e-01 -1.4207e+00 -2.1492e+00 +3.2988e+00 -1.0252e-01 -2.4739e+00 -1.8154e+00 +1.3106e+00 -2.6721e+00 +2.6421e+00 +1.1196e+00 -2.5674e+00 +4.3980e-02 +2.0405e+00 +3.1481e-01 -6.3420e-01 -1.3096e+00 +3.6093e-01 -1.1550e+00
908615 +3.799850714e-05 +3.799850714e-05 -2.524996200e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4200e+00 -2.1500e+00 +3.2988e+00 -1.0210e-01 -2.4739e+00 -1.8161e+00 +1.3147e+00 -2.6729e+00 +2.6421e+00 +1.1204e+00 -2.5690e+00 +3.9250e-02 +2.0403e+00 +3.1417e-01 -6.3125e-01 -1.3059e+00 +3.6072e-01 -1.1550e+00
953112 +2.376850415e-05 +2.376850415e-05 -2.524997623e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4200e+00 -2.1520e+00 +3.2970e+00 -1.0252e-01 -2.4756e+00 -1.8154e+00 +1.3106e+00 -2.6729e+00 +2.6421e+00 +1.1196e+00 -2.5683e+00 +4.3980e-02 +2.0414e+00 +3.1440e-01 -6.3299e-01 -1.3099e+00 +3.6093e-01 -1.1550e+00
1068419 +1.555305229e-05 +1.555305229e-05 -2.524998445e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4200e+00 -2.1520e+00 +3.2970e+00 -1.0210e-01 -2.4745e+00 -1.8161e+00 +1.3132e+00 -2.6729e+00 +2.6421e+00 +1.1196e+00 -2.5701e+00 +4.2963e-02 +2.0428e+00 +3.1440e-01 -6.3264e-01 -1.3099e+00 +3.6093e-01 -1.1550e+00
1147161 +9.333174255e-06 +9.333174255e-06 -2.524999067e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4205e+00 -2.1520e+00 +3.2970e+00 -1.0210e-01 -2.4756e+00 -1.8154e+00 +1.3132e+00 -2.6729e+00 +2.6421e+00 +1.1196e+00 -2.5701e+00 +4.2532e-02 +2.0402e+00 +3.1440e-01 -6.3264e-01 -1.3099e+00 +3.6093e-01 -1.1550e+00
1229304 +6.282262149e-06 +6.282262149e-06 -2.524999372e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4210e+00 -2.1520e+00 +3.2970e+00 -1.0210e-01 -2.4756e+00 -1.8154e+00 +1.3132e+00 -2.6729e+00 +2.6421e+00 +1.1196e+00 -2.5701e+00 +4.2532e-02 +2.0408e+00 +3.1440e-01 -6.3178e-01 -1.3099e+00 +3.6093e-01 -1.1550e+00
1509884 +3.702013881e-06 +3.702013881e-06 -2.524999630e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4210e+00 -2.1527e+00 +3.2967e+00 -1.0167e-01 -2.4756e+00 -1.8154e+00 +1.3126e+00 -2.6729e+00 +2.6425e+00 +1.1196e+00 -2.5702e+00 +4.2532e-02 +2.0405e+00 +3.1440e-01 -6.3125e-01 -1.3096e+00 +3.6072e-01 -1.1550e+00
1555631 +1.822150786e-06 +1.822150786e-06 -2.524999818e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4220e+00 -2.1520e+00 +3.2970e+00 -1.0210e-01 -2.4756e+00 -1.8154e+00 +1.3126e+00 -2.6729e+00 +2.6425e+00 +1.1196e+00 -2.5702e+00 +4.2532e-02 +2.0408e+00 +3.1440e-01 -6.3125e-01 -1.3080e+00 +3.6072e-01 -1.1550e+00
1650253 +1.170377921e-06 +1.170377921e-06 -2.524999883e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4220e+00 -2.1527e+00 +3.2970e+00 -1.0167e-01 -2.4756e+00 -1.8154e+00 +1.3132e+00 -2.6729e+00 +2.6425e+00 +1.1196e+00 -2.5702e+00 +4.2532e-02 +2.0405e+00 +3.1440e-01 -6.3125e-01 -1.3079e+00 +3.6072e-01 -1.1550e+00
1726786 +9.676342643e-07 +9.676342643e-07 -2.524999903e+01 -2.525000000e+01 +3.6140e+00 +6.3549e-01 -1.4220e+00 -2.1527e+00 +3.2969e+00 -1.0167e-01 -2.4753e+00 -1.8154e+00 +1.3132e+00 -2.6729e+00 +2.6425e+00 +1.1196e+00 -2.5702e+00 +4.2532e-02 +2.0405e+00 +3.1440e-01 -6.3125e-01 -1.3079e+00 +3.6072e-01 -1.1552e+00
1876026 +5.951648951e-07 +5.951648951e-07 -2.524999940e+01 -2.525000000e+01 +3.6144e+00 +6.3507e-01 -1.4220e+00 -2.1527e+00 +3.2967e+00 -1.0167e-01 -2.4753e+00 -1.8154e+00 +1.3130e+00 -2.6729e+00 +2.6425e+00 +1.1196e+00 -2.5702e+00 +4.2532e-02 +2.0405e+00 +3.1440e-01 -6.3125e-01 -1.3079e+00 +3.6072e-01 -1.1550e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.234065294e+02 +2.234065294e+02 +2.256365294e+02 +2.230000000e+00 -6.8815e-01 +3.5603e+00 -1.6054e+00 +2.8379e+00 +1.0391e+00 -1.2352e+00 +1.1592e+00 -1.0827e+00 +2.6183e+00 -2.3982e+00 +8.0208e-02 +8.5462e-01 +3.0339e+00 -2.2894e+00 +3.6007e+00 -3.5219e+00 -3.0751e-01 -3.6917e+00 +1.7997e+00 -2.8637e+00
183 +1.087238727e+02 +1.087238727e+02 +1.109538727e+02 +2.230000000e+00 +3.5782e+00 +1.0370e+00 -3.5148e+00 -3.3827e+00 +1.0824e+00 -4.7118e+00 +2.1588e+00 +1.0212e+00 +2.6047e-01 +3.8193e-01 -1.2954e+00 -2.9651e-01 +4.3011e+00 +6.5844e-01 +2.0151e+00 -3.1369e+00 +2.8403e+00 +3.9262e+00 +7.5379e-02 +3.9810e+00
556 +6.769831549e+01 +6.769831549e+01 +6.992831549e+01 +2.230000000e+00 +3.7916e+00 -1.9203e+00 +1.2014e-01 +8.9968e-01 +3.4218e+00 -3.4605e+00 -5.5748e-01 -2.2568e+00 +9.5339e-01 +3.0540e+00 +2.7722e+00 +2.7497e-02 +4.0330e+00 -1.7421e+00 -1.0894e+00 -1.4243e+00 +1.4701e+00 +4.3430e+00 -9.7902e-01 -8.6572e-02
